Date,Core_REAL_SGOV_2020,Core_PROXY_BIL_2015,SPY_BuyHold_2015,VTI_BuyHold_2015
2019-10-08,,-0.04163430513860711,-0.04022243158827721,-0.04538319459189999
2019-10-09,,-0.03354794859767751,-0.031108273258422914,-0.03660053216261794
2019-10-10,,-0.027269063051203357,-0.02455488007715778,-0.03041974318282148
2019-10-11,,-0.01600998671233278,-0.01444253683192942,-0.02001017173523889
2019-10-14,,-0.01746065865478552,-0.015540517913076868,-0.020921166427500082
2019-10-15,,-0.00822857454531889,-0.005793759055888192,-0.011292463194710112
2019-10-16,,-0.009155605866591032,-0.007390720965901765,-0.013113905829327255
2019-10-17,,-0.006154488126320912,-0.004463478398706755,-0.009861071942555366
2019-10-18,,-0.009360341353056967,-0.00882079778885636,-0.013829601455404572
2019-10-21,,-0.0031609142218215203,-0.0021015241799188233,-0.007388778220633108
2019-10-22,,-0.0057357759209450965,-0.005361309004203951,-0.010381687202410839
2019-10-23,,-0.003443623536074969,-0.0024673318255999943,-0.00836450810168543
2019-10-24,,-0.0011281788171915164,-0.0008372161558160007,-0.005631961424826026
2019-10-25,,0.0,0.0,-0.0016637599619200305
2019-10-28,,0.0,0.0,0.0
2019-10-29,,-0.0008054839724802587,-0.0002966341921747384,-0.00019444598680251612
2019-10-30,,0.0,0.0,0.0
2019-10-31,,-0.003493314950711812,-0.002662996398913875,-0.003490273425210799
2019-11-01,,0.0,0.0,0.0
2019-11-04,,0.0,0.0,0.0
2019-11-05,,-0.0002638948015071252,-0.0011060826137045954,-0.0008951934773172576
2019-11-06,,-0.0008719307046332059,-0.0008782280667890552,-0.0013428976821796557
2019-11-07,,0.0,0.0,0.0
2019-11-08,,0.0,0.0,0.0
2019-11-11,,-0.002005393312769166,-0.0019095957403197916,-0.0019728422178609817
2019-11-12,,-0.0013766044158881607,0.0,-0.0002547465800912807
2019-11-13,,-0.0021602451676631107,0.0,0.0
2019-11-14,,-0.0016061323108914616,0.0,0.0
2019-11-15,,0.0,0.0,0.0
2019-11-18,,0.0,0.0,0.0
2019-11-19,,0.0,-0.0002883442148051696,0.0
2019-11-20,,-0.0035713621997720546,-0.004005844321011809,-0.0031508767834429463
2019-11-21,,-0.005487528387623564,-0.005608354131006799,-0.005671451111735504
2019-11-22,,-0.0038860926313425415,-0.0033971056952015743,-0.0034659750533256872
2019-11-25,,0.0,0.0,0.0
2019-11-26,,0.0,0.0,0.0
2019-11-27,,0.0,0.0,0.0
2019-11-29,,-0.005448718186082946,-0.003708532965883915,-0.004479233784069447
2019-12-02,,-0.012535635953601743,-0.012172080865250678,-0.013500126418601877
2019-12-03,,-0.017619941298515074,-0.01879678613665625,-0.01934811082090948
2019-12-04,,-0.010958777269813647,-0.012742338013888355,-0.01300250348566101
2019-12-05,,-0.009687349299390746,-0.010967637348364923,-0.01157132780102943
2019-12-06,,-0.0017235006310905021,-0.001933513186119673,-0.0027995080444683795
2019-12-09,,-0.005181645693456027,-0.0050716826319521235,-0.005972625405893717
2019-12-10,,-0.0054618119927453135,-0.006181455590679397,-0.0068436485265908065
2019-12-11,,-0.0017493147391792752,-0.003359847471902544,-0.004479233784069447
2019-12-12,,0.0,0.0,0.0
2019-12-13,,0.0,0.0,0.0
2019-12-16,,0.0,0.0,0.0
2019-12-17,,0.0,0.0,0.0
2019-12-18,,0.0,0.0,0.0
2019-12-19,,0.0,0.0,0.0
2019-12-20,,0.0,0.0,0.0
2019-12-23,,0.0,0.0,0.0
2019-12-24,,-7.535642542599863e-05,0.0,0.0
2019-12-26,,0.0,0.0,0.0
2019-12-27,,-5.807611332064866e-05,-0.00024786368800067127,-0.0009132654349187641
2019-12-30,,-0.005593117302798767,-0.005759702720751214,-0.006332394416662446
2019-12-31,,-0.002598436008658389,-0.003344350186616496,-0.0037140343205395165
2020-01-02,,0.0,0.0,0.0
2020-01-03,,-0.008087705860281846,-0.0075720329413858645,-0.006364606900509884
2020-01-06,,-0.005271779743001526,-0.003786119262191301,-0.0029699202103730116
2020-01-07,,-0.007240811752050935,-0.006587084803294507,-0.005334102344402902
2020-01-08,,-0.0031847447206271307,-0.0012927058844328654,-0.00042415851247434855
2020-01-09,,0.0,0.0,0.0
2020-01-10,,-0.0022152351833825135,-0.002877914513333968,-0.002892494544839197
2020-01-13,,0.0,0.0,0.0
2020-01-14,,-0.0006495496375428234,-0.0015246421703621893,-0.0005405776966291853
2020-01-15,,0.0,0.0,0.0
2020-01-16,,0.0,0.0,0.0
2020-01-17,,0.0,0.0,0.0
2020-01-21,,-0.0049690567389472085,-0.001957960240621004,-0.0021332201163200004
2020-01-22,,-0.003633741448234362,-0.0018377443187413967,-0.0015403562948119731
2020-01-23,,-0.00400969465169132,-0.0006929265856957523,-0.0004144598545011702
2020-01-24,,-0.011963502163044648,-0.009579649687785685,-0.009895328084499111
2020-01-27,,-0.028746869461096503,-0.025455696308224307,-0.024768929220578717
2020-01-28,,-0.0200245246735552,-0.015243177696133925,-0.015346901610459818
